objectnummer,leeftijd,soort,plantjaar,stamdiameter,hoogte,monumentaal,beplantingssituatie,locatie,eigenaar,stadsdeel,lon,lat
7067,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.898413,52.369146
7068,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901206,52.359092
7069,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901142,52.35926
7070,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.90322,52.360514
7071,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.906783,52.360823
7072,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.90743,52.361197
7073,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.907389,52.361272
7074,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.907301,52.361255
7075,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.878383,52.370842
7076,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.880381,52.375675
7077,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.892068,52.360065
7078,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.894121,52.359935
7079,_50_PLUS,Ulmus x hollandica `Groeneveld`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.885167,52.367102
7080,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.885736,52.363996
7081,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.880966,52.369666
7082,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.882664,52.367088
7083,_50_PLUS,Ulmus minor,1930,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.890245,52.379466
7084,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.887145,52.379367
7085,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.889516,52.379525
7086,_50_PLUS,Ulmus minor,1899,51-75,,,Verharding,,Stadsdeel,Centrum,4.883705,52.382059
7087,_50_PLUS,Ulmus minor,1899,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.88368,52.382133
7088,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.883163,52.380028
7089,_50_PLUS,Ulmus minor,1930,51-75,,,Verharding,,Stadsdeel,Centrum,4.883582,52.380018
7090,_50_PLUS,Ulmus minor,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.889587,52.380036
7091,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.885247,52.382465
7092,_50_PLUS,Ulmus minor,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.896047,52.36424
7093,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.895773,52.364271
7094,_50_PLUS,Ulmus glabra `montana superba`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.896032,52.364439
7095,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.895762,52.364395
7096,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.902823,52.364506
7097,_50_PLUS,Ulmus minor,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.90118,52.364499
7098,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.895435,52.364686
7099,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.894716,52.364782
7100,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.904474,52.364821
7101,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.902789,52.364136
7102,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.907208,52.363744
7103,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.90703,52.363714
7104,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.898726,52.369227
7105,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901673,52.368589
7106,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901534,52.36865
7107,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901387,52.368711
7108,_50_PLUS,Ulmus minor,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.899237,52.368601
7109,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.886397,52.37556
7110,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.885622,52.375582
7111,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.885452,52.375641
7112,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.888997,52.375662
7113,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.890223,52.375598
7114,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.890333,52.375698
7115,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.895872,52.36296
7116,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904302,52.362952
7117,_50_PLUS,Ulmus x hollandica,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.904081,52.362908
7118,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.88701,52.373594
7119,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.879565,52.375499
7120,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.879358,52.374447
7121,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.887526,52.362539
7122,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889425,52.369191
7123,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889494,52.369475
7124,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.886622,52.369456
7125,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.88246,52.369608
7126,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.882896,52.369749
7127,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.880136,52.37448
7128,_50_PLUS,Ulmus minor,1899,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.882905,52.382015
7129,_50_PLUS,Ulmus minor,1899,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.882812,52.382004
7130,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.885642,52.382242
7131,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.88529,52.382102
7132,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.891266,52.379225
7133,_50_PLUS,Ulmus minor,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.889173,52.38027
7134,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.888796,52.380135
7135,_50_PLUS,Ulmus minor,1930,51-75,,,Verharding,,Stadsdeel,Centrum,4.887877,52.380159
7136,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.885312,52.380278
7137,_50_PLUS,Ulmus minor,1930,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.890637,52.379638
7138,_50_PLUS,Ulmus minor,1930,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.890453,52.379679
7139,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.890092,52.379757
7140,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.88741,52.37966
7141,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.896947,52.364829
7142,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906218,52.365153
7143,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.894783,52.365038
7144,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.907135,52.365331
7145,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906018,52.365424
7146,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.907592,52.365417
7147,_50_PLUS,Ulmus minor,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.90034,52.365472
7148,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.900215,52.365452
7149,_50_PLUS,Ulmus x hollandica `Belgica`,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.884754,52.373403
7150,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.884739,52.375706
7151,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.885115,52.375759
7152,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.884881,52.375655
7153,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.887048,52.37399
7154,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.887457,52.373918
7155,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.889397,52.373947
7156,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.887023,52.37372
7157,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.887434,52.373736
7158,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.879687,52.374381
7159,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.879634,52.367842
7160,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.894761,52.370225
7161,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.898122,52.370059
7162,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.90432,52.370257
7163,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904149,52.370187
7164,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.905189,52.370627
7165,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.905015,52.370553
7166,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904818,52.370469
7167,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.902232,52.370579
7168,_50_PLUS,Ulmus minor,1930,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.896053,52.370473
7169,_50_PLUS,Ulmus minor,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.904099,52.370827
7170,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.905626,52.370813
7171,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901922,52.368488
7172,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906427,52.368501
7173,_50_PLUS,Ulmus minor,1935,51-75,,,Verharding,,Stadsdeel,Centrum,4.879593,52.380355
7174,_50_PLUS,Ulmus minor,1935,51-75,,,Verharding,,Stadsdeel,Centrum,4.879248,52.379823
7175,_50_PLUS,Ulmus minor,1935,51-75,,,Verharding,,Stadsdeel,Centrum,4.878808,52.379133
7176,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.88286,52.379908
7177,_50_PLUS,Ulmus minor,1899,51-75,,,Verharding,,Stadsdeel,Centrum,4.882126,52.381827
7178,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.906975,52.37314
7179,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.881572,52.376084
7180,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.882001,52.376024
7181,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.882237,52.376074
7182,_50_PLUS,Ulmus x hollandica `Vegeta`,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.895883,52.362741
7183,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901743,52.362746
7184,_50_PLUS,Ulmus x hollandica `Groeneveld`,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.8851,52.372261
7185,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.883229,52.373448
7186,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.883237,52.373543
7187,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.886789,52.375986
7188,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.890734,52.376065
7189,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.910983,52.370099
7190,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.879533,52.364597
7191,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.909873,52.365286
7192,_50_PLUS,Ulmus minor,1935,51-75,,,Verharding,,Stadsdeel,Centrum,4.894165,52.36945
7193,_50_PLUS,Ulmus x hollandica `Vegeta`,1965,51-75,,,Verharding,,Stadsdeel,Centrum,4.882471,52.364439
7194,_50_PLUS,Ulmus x hollandica `Vegeta`,1965,51-75,,,Verharding,,Stadsdeel,Centrum,4.882678,52.364274
7195,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.883007,52.3658
7196,_50_PLUS,Ulmus x hollandica `Vegeta`,1965,51-75,,,Verharding,,Stadsdeel,Centrum,4.882536,52.364386
7197,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.881132,52.369717
7198,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.877955,52.370731
7199,_50_PLUS,Ulmus x hollandica `Vegeta`,1970,51-75,,,Verharding,,Stadsdeel,Centrum,4.890771,52.362169
7200,_50_PLUS,Ulmus minor,1975,51-75,,,Verharding,,Stadsdeel,Centrum,4.887559,52.362212
7201,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.892411,52.362207
7202,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.887016,52.369259
7203,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.903974,52.373012
7204,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.906136,52.372542
7205,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906709,52.372537
7206,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.904866,52.372507
7207,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.907849,52.372434
7208,_50_PLUS,Ulmus x hollandica `Vegeta`,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.907161,52.372729
7209,_50_PLUS,Ulmus minor,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.903658,52.373187
7210,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.903963,52.371982
7211,_50_PLUS,Ulmus minor,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.899398,52.371947
7212,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.90701,52.372668
7213,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.905545,52.372874
7214,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.904339,52.372806
7215,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.900645,52.373433
7216,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904816,52.366896
7217,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.889466,52.378907
7218,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.888934,52.378892
7219,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.886702,52.378875
7220,_50_PLUS,Ulmus minor,1930,51-75,,,Verharding,,Stadsdeel,Centrum,4.893531,52.379009
7221,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.886885,52.379083
7222,_50_PLUS,Ulmus minor `Sarniensis`,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.894108,52.378494
7223,_50_PLUS,Ulmus minor,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.894082,52.378584
7224,_50_PLUS,Ulmus minor `Sarniensis`,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.894068,52.378459
7225,_50_PLUS,Ulmus minor,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.893989,52.378497
7226,_50_PLUS,Ulmus minor,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.893893,52.378409
7227,_50_PLUS,Ulmus minor,1930,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.889176,52.378595
7228,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.888709,52.378079
7229,_50_PLUS,Ulmus minor,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.888218,52.378106
7230,_50_PLUS,Ulmus minor,1930,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.891931,52.379351
7231,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904445,52.374915
7232,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.910061,52.365224
7233,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.913502,52.369577
7234,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.910548,52.368469
7235,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.918609,52.369913
7236,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.914277,52.36238
7237,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.90956,52.362328
7238,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.917021,52.363127
7239,_50_PLUS,Ulmus x hollandica `Vegeta`,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.917939,52.363142
7240,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.910163,52.363082
7241,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.929061,52.369943
7242,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.928186,52.368988
7243,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906266,52.368433
7244,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.895127,52.359873
7245,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.894917,52.359887
7246,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901038,52.359515
7247,_50_PLUS,Ulmus x hollandica `Vegeta`,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.899236,52.362023
7248,_50_PLUS,Ulmus x hollandica `Vegeta`,1940,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.898752,52.361939
7249,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.898266,52.36211
7250,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.898025,52.367013
7251,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.897464,52.367049
7252,_50_PLUS,Ulmus x hollandica `Vegeta`,1965,51-75,,,Verharding,,Stadsdeel,Centrum,4.901009,52.369446
7253,_50_PLUS,Ulmus x hollandica `Vegeta`,1980,51-75,,,Verharding,,Stadsdeel,Centrum,4.901768,52.36836
7254,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.901925,52.368359
7255,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.888939,52.374253
7256,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904724,52.367047
7257,_50_PLUS,Ulmus minor,1930,51-75,,,Verharding,,Stadsdeel,Centrum,4.899664,52.369704
7258,_50_PLUS,Ulmus minor,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.899839,52.369653
7259,_50_PLUS,Ulmus minor `Sarniensis`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.903291,52.369822
7260,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.906209,52.360699
7261,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.905048,52.360645
7262,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.905917,52.360644
7263,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904509,52.367784
7264,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.903047,52.375472
7265,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901701,52.375502
7266,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.902324,52.375775
7267,_50_PLUS,Ulmus minor,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.902259,52.375653
7268,_50_PLUS,Ulmus x hollandica `Vegeta`,1955,51-75,,,Verharding,,Stadsdeel,Centrum,4.902392,52.375914
7269,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.905672,52.363471
7270,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.903049,52.363609
7271,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.901676,52.36355
7272,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.910078,52.368354
7273,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.908783,52.369439
7274,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.910321,52.368611
7275,_50_PLUS,Ulmus minor `Sarniensis`,1970,51-75,,,Verharding,,Stadsdeel,Centrum,4.930227,52.370656
7276,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.888302,52.369989
7277,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.88783,52.370023
7278,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889598,52.370036
7279,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.888086,52.375175
7280,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.89455,52.370683
7281,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.888486,52.370946
7282,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.891962,52.365422
7283,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.891809,52.365445
7284,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.88307,52.374897
7285,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.880669,52.374745
7286,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.882825,52.373589
7287,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.882492,52.369905
7288,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.89944,52.368787
7289,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.903051,52.360849
7290,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.879101,52.365844
7291,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.890684,52.377512
